,Open,High,Low,Close,Volume
0,-0.0025172015869371917,-0.0032770461531218117,-0.007209404677925032,-0.008938736072258386,0.4344727949569364
1,-0.003224467748687174,0.0038475384093639613,0.000987077689209112,0.006409872049380799,-0.11864406779661094
2,0.01125184159819613,0.004250768797196873,0.007395340423142082,0.0053229016088924995,0.09858103061986702
3,0.0031987958925664985,0.0022899424000271027,0.004684314665588234,0.003953553380527751,-0.014650028011277601
4,0.0009705192505667304,0.00013845523612363548,-0.0029923243906245425,-0.003120931276159599,0.24295432202302558
5,4.1176050008019966e-16,0.006437751474724699,0.005234825943540469,0.008629656799733258,0.7489176685159029
6,-0.04868420117613725,-0.023454063518441533,-0.05388136434692799,-0.04154851520616992,0.9876700237788272
7,0.011865776081090585,-0.010494507560973906,0.017906996658458053,0.008758519891873519,-0.6040141408692276
8,0.003021510154267252,0.0004982813815394692,-0.0015861793707578685,-0.010253165732850185,-0.09395161290322543
9,-0.00193653308016079,0.002561137233577082,0.0033218052775265514,0.011167086637874956,-0.007076144015262722
10,0.010420384952952451,0.0027675207456425727,0.006045742705662909,-0.0035010259140551,-0.37813192225923253
11,-0.006401073722735334,-0.01103954565624764,-0.01480903402455082,-0.009433091720635917,0.04872275882027539
12,-0.0025770234079064615,0.0010018397475254845,0.007987882472011142,0.005855752349119893,-0.20284530209775634
13,-0.0013635384269589249,-0.0018585959364802553,-2.1417121752807456e-16,-0.0028020994747165683,0.2752392220764712
14,-0.0002874451571644066,0.0058009661839504715,-0.000936532037006323,0.008763579021743366,0.5680627020193356
15,0.010351452156780246,0.009755067735840223,0.010744119599157978,0.002077718538722944,-0.34170481958128107
16,-0.0003556697842674662,-0.003737327695815323,-0.005421984284150826,-0.0068959971035625605,0.15970784272596592
17,-0.005693932458687948,-0.0019818693584676152,0.001578093679462229,0.004715279567861719,-0.2715028248221524
18,-0.01002153307323087,-0.0021986103185746594,-0.012389859584972272,0.0009283353259455668,0.08271661895630064
19,0.006146078235112758,-0.00838727834125307,-0.012400378650463756,-0.019506472065108364,0.6921919835498205
20,-0.009917312704774505,-0.005805956263567037,0.0069021563314995175,0.002607901232139481,-0.19207509031228853
21,-0.020904480108038134,-0.02249468530966863,-0.029898628236556646,-0.01928383533893847,0.09788164880866868
22,-7.407066670403458e-05,0.0012539733806481794,-0.004585439725684097,-0.00013579732808525048,-0.051303321534015046
23,-0.011862428981270642,-0.016058984873345238,-0.011025497233501913,-0.02881784937777866,0.24648016978443116
24,-0.010954409146993579,0.0056149768970023975,0.005497817713067104,0.014367632345656174,-0.33836231996958044
25,0.005841293563833792,0.002010178191157315,0.005240008906569216,0.00818062703989487,-0.22235084215943976
26,0.016215406550879146,0.011293567048651148,0.017148915699758318,0.011023278942561946,0.18279113728129945
27,-0.00044526809549650867,-0.005142929394662712,-0.005199079765523324,-0.011490361796987387,-0.13197222137729867
28,-0.008538763184391167,0.00014768831405306205,-0.007540696323153861,0.005949588773139931,0.24642034414776923
29,0.019396433800393867,0.012035750880434966,0.02151511775321705,0.009855989816949587,-0.23311379996936657
30,-0.00088163840538079,-0.002261698416335233,-0.0005892232854366413,-0.0007328609313441055,-0.26111436340939065
31,-0.006397066880602991,-0.011846509624404603,-0.03883273084084775,-0.02905550849462674,1.8886361040492667
32,-0.011840421438074724,-0.00651219192636524,0.00881631069682736,-0.0008242857195365164,-0.5141481887555915
33,-0.010484534252113476,-0.011992574607944223,-0.010031194630223252,-0.013748856172101358,0.8908360495094664
34,-0.016120504075255396,-0.01779255124830185,-0.014968888946843912,-0.005913836255737785,-0.25052969020985977
35,-0.0020000002896624286,-0.002379465378535331,0.004753748801780866,-0.0009294377871066121,-0.2547160593664522
36,-0.010020025409720652,-0.011771946441162485,-0.016132827800476986,-0.019898291086977948,0.2908204839075781
37,-0.010432921512506568,0.0009342903847775755,0.0016555249041300588,0.010076625867886949,0.20557720088122833
